asn|vendor_id|sku_id|po_number|ordered_quantity|order_date|received_quantity|operation
asn1507||sku1507|po_1507|3014.5|2026-04-06|906.2|INSERT
asn1508||sku1508|po_1508|3016.5|2026-04-07|906.8|INSERT
asn1509||sku1509|po_1509|3018.5|2026-04-08|907.4|INSERT
asn1510||sku1510|po_1510|3020.5|2026-04-09|908|INSERT
asn1511||sku1511|po_1511|3022.5|2026-04-10|908.6|INSERT
asn1512||sku1512|po_1512|3024.5|2026-04-11|909.2|INSERT
asn1513||sku1513|po_1513|3026.5|2026-04-12|909.8|INSERT
asn1514||sku1514|po_1514|3028.5|2026-04-13|910.4|INSERT
asn1515||sku1515|po_1515|3030.5|2026-04-14|911|INSERT
asn1516||sku1516|po_1516|3032.5|2026-04-15|911.6|INSERT
asn1517||sku1517|po_1517|3034.5|2026-04-16|912.2|INSERT
asn1518||sku1518|po_1518|3036.5|2026-04-17|912.8|INSERT
asn1519||sku1519|po_1519|3038.5|2026-04-18|913.4|INSERT
asn1520||sku1520|po_1520|3040.5|2026-04-19|914|INSERT
asn1521||sku1521|po_1521|3042.5|2026-04-20|914.6|INSERT
asn1522||sku1522|po_1522|3044.5|2026-04-21|915.2|INSERT
asn1523||sku1523|po_1523|3046.5|2026-04-22|915.8|INSERT
asn1524||sku1524|po_1524|3048.5|2026-04-23|916.4|INSERT
asn1525||sku1525|po_1525|3050.5|2026-04-24|917|INSERT
asn1526||sku1526|po_1526|3052.5|2026-04-25|917.6|INSERT
asn1527||sku1527|po_1527|3054.5|2026-04-26|918.2|INSERT
asn1528||sku1528|po_1528|3056.5|2026-04-27|918.8|INSERT
asn1529||sku1529|po_1529|3058.5|2026-04-28|919.4|INSERT
asn1530||sku1530|po_1530|3060.5|2026-04-29|920|INSERT
asn1531||sku1531|po_1531|3062.5|2026-04-30|920.6|INSERT
asn1532||sku1532|po_1532|3064.5|2026-05-01|921.2|INSERT
asn1533||sku1533|po_1533|3066.5|2026-05-02|921.8|INSERT
asn1534||sku1534|po_1534|3068.5|2026-05-03|922.4|INSERT
asn1535||sku1535|po_1535|3070.5|2026-05-04|923|INSERT
asn1536||sku1536|po_1536|3072.5|2026-05-05|923.6|INSERT
asn1537||sku1537|po_1537|3074.5|2026-05-06|924.2|INSERT
asn1538||sku1538|po_1538|3076.5|2026-05-07|924.8|INSERT
asn1539||sku1539|po_1539|3078.5|2026-05-08|925.4|INSERT
asn1540||sku1540|po_1540|3080.5|2026-05-09|926|INSERT
asn1541||sku1541|po_1541|3082.5|2026-05-10|926.6|INSERT
asn1542||sku1542|po_1542|3084.5|2026-05-11|927.2|INSERT
asn1543||sku1543|po_1543|3086.5|2026-05-12|927.8|INSERT
asn1544||sku1544|po_1544|3088.5|2026-05-13|928.4|INSERT
asn1545||sku1545|po_1545|3090.5|2026-05-14|929|INSERT
asn1546||sku1546|po_1546|3092.5|2026-05-15|929.6|INSERT
asn1547||sku1547|po_1547|3094.5|2026-05-16|930.2|INSERT
asn1548||sku1548|po_1548|3096.5|2026-05-17|930.8|INSERT
asn1549||sku1549|po_1549|3098.5|2026-05-18|931.4|INSERT
asn1550||sku1550|po_1550|3100.5|2026-05-19|932|INSERT
asn1551||sku1551|po_1551|3102.5|2026-05-20|932.6|INSERT
asn1552||sku1552|po_1552|3104.5|2026-05-21|933.2|INSERT
asn1553||sku1553|po_1553|3106.5|2026-05-22|933.8|INSERT
asn1554||sku1554|po_1554|3108.5|2026-05-23|934.4|INSERT
asn1555||sku1555|po_1555|3110.5|2026-05-24|935|INSERT
asn1556||sku1556|po_1556|3112.5|2026-05-25|935.6|INSERT
asn1557||sku1557|po_1557|3114.5|2026-05-26|936.2|INSERT
asn1558||sku1558|po_1558|3116.5|2026-05-27|936.8|INSERT
asn1559||sku1559|po_1559|3118.5|2026-05-28|937.4|INSERT
asn1560||sku1560|po_1560|3120.5|2026-05-29|938|INSERT
asn1561||sku1561|po_1561|3122.5|2026-05-30|938.6|INSERT
asn1562||sku1562|po_1562|3124.5|2026-05-31|939.2|INSERT
asn1563||sku1563|po_1563|3126.5|2026-06-01|939.8|INSERT
asn1564||sku1564|po_1564|3128.5|2026-06-02|940.4|INSERT
asn1565||sku1565|po_1565|3130.5|2026-06-03|941|INSERT
asn1566||sku1566|po_1566|3132.5|2026-06-04|941.6|INSERT
asn1567||sku1567|po_1567|3134.5|2026-06-05|942.2|INSERT
asn1568||sku1568|po_1568|3136.5|2026-06-06|942.8|INSERT
asn1569||sku1569|po_1569|3138.5|2026-06-07|943.4|INSERT
asn1570||sku1570|po_1570|3140.5|2026-06-08|944|INSERT
asn1571||sku1571|po_1571|3142.5|2026-06-09|944.6|INSERT
asn1572||sku1572|po_1572|3144.5|2026-06-10|945.2|INSERT
asn1573||sku1573|po_1573|3146.5|2026-06-11|945.8|INSERT
asn1574||sku1574|po_1574|3148.5|2026-06-12|946.4|INSERT
asn1575||sku1575|po_1575|3150.5|2026-06-13|947|INSERT
asn1576||sku1576|po_1576|3152.5|2026-06-14|947.6|INSERT
asn1577||sku1577|po_1577|3154.5|2026-06-15|948.2|INSERT
asn1578||sku1578|po_1578|3156.5|2026-06-16|948.8|INSERT
asn1579||sku1579|po_1579|3158.5|2026-06-17|949.4|INSERT
asn1580||sku1580|po_1580|3160.5|2026-06-18|950|INSERT
asn1581||sku1581|po_1581|3162.5|2026-06-19|950.6|INSERT
asn1582||sku1582|po_1582|3164.5|2026-06-20|951.2|INSERT
asn1583||sku1583|po_1583|3166.5|2026-06-21|951.8|INSERT
asn1584||sku1584|po_1584|3168.5|2026-06-22|952.4|INSERT
asn1585||sku1585|po_1585|3170.5|2026-06-23|953|INSERT
asn1586||sku1586|po_1586|3172.5|2026-06-24|953.6|INSERT
asn1587||sku1587|po_1587|3174.5|2026-06-25|954.2|INSERT
asn1588||sku1588|po_1588|3176.5|2026-06-26|954.8|INSERT
asn1589||sku1589|po_1589|3178.5|2026-06-27|955.4|INSERT
asn1590||sku1590|po_1590|3180.5|2026-06-28|956|INSERT
asn1591||sku1591|po_1591|3182.5|2026-06-29|956.6|INSERT
asn1592||sku1592|po_1592|3184.5|2026-06-30|957.2|INSERT
asn1593||sku1593|po_1593|3186.5|2026-07-01|957.8|INSERT
asn1594||sku1594|po_1594|3188.5|2026-07-02|958.4|INSERT
asn1595||sku1595|po_1595|3190.5|2026-07-03|959|INSERT
asn1596||sku1596|po_1596|3192.5|2026-07-04|959.6|INSERT
asn1597||sku1597|po_1597|3194.5|2026-07-05|960.2|INSERT
asn1598||sku1598|po_1598|3196.5|2026-07-06|960.8|INSERT
asn1599||sku1599|po_1599|3198.5|2026-07-07|961.4|INSERT
asn1600||sku1600|po_1600|3200.5|2026-07-08|962|INSERT
asn1601||sku1601|po_1601|3202.5|2026-07-09|962.6|INSERT
asn1602||sku1602|po_1602|3204.5|2026-07-10|963.2|INSERT
asn1603||sku1603|po_1603|3206.5|2026-07-11|963.8|INSERT
asn1604||sku1604|po_1604|3208.5|2026-07-12|964.4|INSERT
asn1605||sku1605|po_1605|3210.5|2026-07-13|965|INSERT
asn1606||sku1606|po_1606|3212.5|2026-07-14|965.6|INSERT
asn1607||sku1607|po_1607|3214.5|2026-07-15|966.2|INSERT
asn1608||sku1608|po_1608|3216.5|2026-07-16|966.8|INSERT
asn1609||sku1609|po_1609|3218.5|2026-07-17|967.4|INSERT
asn1610||sku1610|po_1610|3220.5|2026-07-18|968|INSERT
asn1611||sku1611|po_1611|3222.5|2026-07-19|968.6|INSERT
asn1612||sku1612|po_1612|3224.5|2026-07-20|969.2|INSERT
asn1613||sku1613|po_1613|3226.5|2026-07-21|969.8|INSERT
asn1614||sku1614|po_1614|3228.5|2026-07-22|970.4|INSERT
asn1615||sku1615|po_1615|3230.5|2026-07-23|971|INSERT
asn1616||sku1616|po_1616|3232.5|2026-07-24|971.6|INSERT
asn1617||sku1617|po_1617|3234.5|2026-07-25|972.2|INSERT
asn1618||sku1618|po_1618|3236.5|2026-07-26|972.8|INSERT
asn1619||sku1619|po_1619|3238.5|2026-07-27|973.4|INSERT
asn1620||sku1620|po_1620|3240.5|2026-07-28|974|INSERT
asn1621||sku1621|po_1621|3242.5|2026-07-29|974.6|INSERT
asn1622||sku1622|po_1622|3244.5|2026-07-30|975.2|INSERT
asn1623||sku1623|po_1623|3246.5|2026-07-31|975.8|INSERT
asn1624||sku1624|po_1624|3248.5|2026-08-01|976.4|INSERT
asn1625||sku1625|po_1625|3250.5|2026-08-02|977|INSERT
asn1626||sku1626|po_1626|3252.5|2026-08-03|977.6|INSERT
asn1627||sku1627|po_1627|3254.5|2026-08-04|978.2|INSERT
asn1628||sku1628|po_1628|3256.5|2026-08-05|978.8|INSERT
asn1629||sku1629|po_1629|3258.5|2026-08-06|979.4|INSERT
asn1630||sku1630|po_1630|3260.5|2026-08-07|980|INSERT
asn1631||sku1631|po_1631|3262.5|2026-08-08|980.6|INSERT
asn1632||sku1632|po_1632|3264.5|2026-08-09|981.2|INSERT
asn1633||sku1633|po_1633|3266.5|2026-08-10|981.8|INSERT
asn1634||sku1634|po_1634|3268.5|2026-08-11|982.4|INSERT
asn1635||sku1635|po_1635|3270.5|2026-08-12|983|INSERT
asn1636||sku1636|po_1636|3272.5|2026-08-13|983.6|INSERT
asn1637||sku1637|po_1637|3274.5|2026-08-14|984.2|INSERT
asn1638||sku1638|po_1638|3276.5|2026-08-15|984.8|INSERT
asn1639||sku1639|po_1639|3278.5|2026-08-16|985.4|INSERT
asn1640||sku1640|po_1640|3280.5|2026-08-17|986|INSERT
asn1641||sku1641|po_1641|3282.5|2026-08-18|986.6|INSERT
asn1642||sku1642|po_1642|3284.5|2026-08-19|987.2|INSERT
asn1643||sku1643|po_1643|3286.5|2026-08-20|987.8|INSERT
asn1644||sku1644|po_1644|3288.5|2026-08-21|988.4|INSERT
asn1645||sku1645|po_1645|3290.5|2026-08-22|989|INSERT
asn1646||sku1646|po_1646|3292.5|2026-08-23|989.6|INSERT
asn1647||sku1647|po_1647|3294.5|2026-08-24|990.2|INSERT
asn1648||sku1648|po_1648|3296.5|2026-08-25|990.8|INSERT
asn1649||sku1649|po_1649|3298.5|2026-08-26|991.4|INSERT
asn1650||sku1650|po_1650|3300.5|2026-08-27|992|INSERT
asn1651||sku1651|po_1651|3302.5|2026-08-28|992.6|INSERT
asn1652||sku1652|po_1652|3304.5|2026-08-29|993.2|INSERT
asn1653||sku1653|po_1653|3306.5|2026-08-30|993.8|INSERT
asn1654||sku1654|po_1654|3308.5|2026-08-31|994.4|INSERT
asn1655||sku1655|po_1655|3310.5|2026-09-01|995|INSERT
asn1656||sku1656|po_1656|3312.5|2026-09-02|995.6|INSERT
asn1657||sku1657|po_1657|3314.5|2026-09-03|996.2|INSERT
asn1658||sku1658|po_1658|3316.5|2026-09-04|996.8|INSERT
asn1659||sku1659|po_1659|3318.5|2026-09-05|997.4|INSERT
asn1660||sku1660|po_1660|3320.5|2026-09-06|998|INSERT
asn1661||sku1661|po_1661|3322.5|2026-09-07|998.6|INSERT
asn1662||sku1662|po_1662|3324.5|2026-09-08|999.2|INSERT
asn1663||sku1663|po_1663|3326.5|2026-09-09|999.8|INSERT
asn1664||sku1664|po_1664|3328.5|2026-09-10|1000.4|INSERT
asn1665||sku1665|po_1665|3330.5|2026-09-11|1001|INSERT
asn1666||sku1666|po_1666|3332.5|2026-09-12|1001.6|INSERT
asn1667||sku1667|po_1667|3334.5|2026-09-13|1002.2|INSERT
asn1668||sku1668|po_1668|3336.5|2026-09-14|1002.8|INSERT
asn1669||sku1669|po_1669|3338.5|2026-09-15|1003.4|INSERT
asn1670||sku1670|po_1670|3340.5|2026-09-16|1004|INSERT
asn1671||sku1671|po_1671|3342.5|2026-09-17|1004.6|INSERT
asn1672||sku1672|po_1672|3344.5|2026-09-18|1005.2|INSERT
asn1673||sku1673|po_1673|3346.5|2026-09-19|1005.8|INSERT
asn1674||sku1674|po_1674|3348.5|2026-09-20|1006.4|INSERT
asn1675||sku1675|po_1675|3350.5|2026-09-21|1007|INSERT
asn1676||sku1676|po_1676|3352.5|2026-09-22|1007.6|INSERT
asn1677||sku1677|po_1677|3354.5|2026-09-23|1008.2|INSERT
asn1678||sku1678|po_1678|3356.5|2026-09-24|1008.8|INSERT
asn1679||sku1679|po_1679|3358.5|2026-09-25|1009.4|INSERT
asn1680||sku1680|po_1680|3360.5|2026-09-26|1010|INSERT
asn1681||sku1681|po_1681|3362.5|2026-09-27|1010.6|INSERT
asn1682||sku1682|po_1682|3364.5|2026-09-28|1011.2|INSERT
asn1683||sku1683|po_1683|3366.5|2026-09-29|1011.8|INSERT
asn1684||sku1684|po_1684|3368.5|2026-09-30|1012.4|INSERT
asn1685||sku1685|po_1685|3370.5|2026-10-01|1013|INSERT
asn1686||sku1686|po_1686|3372.5|2026-10-02|1013.6|INSERT
asn1687||sku1687|po_1687|3374.5|2026-10-03|1014.2|INSERT
asn1688||sku1688|po_1688|3376.5|2026-10-04|1014.8|INSERT
asn1689||sku1689|po_1689|3378.5|2026-10-05|1015.4|INSERT
asn1690||sku1690|po_1690|3380.5|2026-10-06|1016|INSERT
asn1691||sku1691|po_1691|3382.5|2026-10-07|1016.6|INSERT
asn1692||sku1692|po_1692|3384.5|2026-10-08|1017.2|INSERT
asn1693||sku1693|po_1693|3386.5|2026-10-09|1017.8|INSERT
asn1694||sku1694|po_1694|3388.5|2026-10-10|1018.4|INSERT
asn1695||sku1695|po_1695|3390.5|2026-10-11|1019|INSERT
asn1696||sku1696|po_1696|3392.5|2026-10-12|1019.6|INSERT
asn1697||sku1697|po_1697|3394.5|2026-10-13|1020.2|INSERT
asn1698||sku1698|po_1698|3396.5|2026-10-14|1020.8|INSERT
asn1699||sku1699|po_1699|3398.5|2026-10-15|1021.4|INSERT
asn1700||sku1700|po_1700|3400.5|2026-10-16|1022|INSERT
asn1701||sku1701|po_1701|3402.5|2026-10-17|1022.6|INSERT
asn1702||sku1702|po_1702|3404.5|2026-10-18|1023.2|INSERT
asn1703||sku1703|po_1703|3406.5|2026-10-19|1023.8|INSERT
asn1704||sku1704|po_1704|3408.5|2026-10-20|1024.4|INSERT
asn1705||sku1705|po_1705|3410.5|2026-10-21|1025|INSERT
asn1706||sku1706|po_1706|3412.5|2026-10-22|1025.6|INSERT
asn1707||sku1707|po_1707|3414.5|2026-10-23|1026.2|INSERT
asn1708||sku1708|po_1708|3416.5|2026-10-24|1026.8|INSERT
asn1709||sku1709|po_1709|3418.5|2026-10-25|1027.4|INSERT
asn1710||sku1710|po_1710|3420.5|2026-10-26|1028|INSERT
asn1711||sku1711|po_1711|3422.5|2026-10-27|1028.6|INSERT
asn1712||sku1712|po_1712|3424.5|2026-10-28|1029.2|INSERT
asn1713||sku1713|po_1713|3426.5|2026-10-29|1029.8|INSERT
asn1714||sku1714|po_1714|3428.5|2026-10-30|1030.4|INSERT
asn1715||sku1715|po_1715|3430.5|2026-10-31|1031|INSERT
asn1716||sku1716|po_1716|3432.5|2026-11-01|1031.6|INSERT
asn1717||sku1717|po_1717|3434.5|2026-11-02|1032.2|INSERT
asn1718||sku1718|po_1718|3436.5|2026-11-03|1032.8|INSERT
asn1719||sku1719|po_1719|3438.5|2026-11-04|1033.4|INSERT
asn1720||sku1720|po_1720|3440.5|2026-11-05|1034|INSERT
asn1721||sku1721|po_1721|3442.5|2026-11-06|1034.6|INSERT
asn1722||sku1722|po_1722|3444.5|2026-11-07|1035.2|INSERT
asn1723||sku1723|po_1723|3446.5|2026-11-08|1035.8|INSERT
asn1724||sku1724|po_1724|3448.5|2026-11-09|1036.4|INSERT
asn1725||sku1725|po_1725|3450.5|2026-11-10|1037|INSERT
asn1726||sku1726|po_1726|3452.5|2026-11-11|1037.6|INSERT
asn1727||sku1727|po_1727|3454.5|2026-11-12|1038.2|INSERT
asn1728||sku1728|po_1728|3456.5|2026-11-13|1038.8|INSERT
asn1729||sku1729|po_1729|3458.5|2026-11-14|1039.4|INSERT
asn1730||sku1730|po_1730|3460.5|2026-11-15|1040|INSERT
asn1731||sku1731|po_1731|3462.5|2026-11-16|1040.6|INSERT
asn1732||sku1732|po_1732|3464.5|2026-11-17|1041.2|INSERT
asn1733||sku1733|po_1733|3466.5|2026-11-18|1041.8|INSERT
asn1734||sku1734|po_1734|3468.5|2026-11-19|1042.4|INSERT
asn1735||sku1735|po_1735|3470.5|2026-11-20|1043|INSERT
asn1736||sku1736|po_1736|3472.5|2026-11-21|1043.6|INSERT
asn1737||sku1737|po_1737|3474.5|2026-11-22|1044.2|INSERT
asn1738||sku1738|po_1738|3476.5|2026-11-23|1044.8|INSERT
asn1739||sku1739|po_1739|3478.5|2026-11-24|1045.4|INSERT
asn1740||sku1740|po_1740|3480.5|2026-11-25|1046|INSERT
asn1741||sku1741|po_1741|3482.5|2026-11-26|1046.6|INSERT
asn1742||sku1742|po_1742|3484.5|2026-11-27|1047.2|INSERT
asn1743||sku1743|po_1743|3486.5|2026-11-28|1047.8|INSERT
asn1744||sku1744|po_1744|3488.5|2026-11-29|1048.4|INSERT
asn1745||sku1745|po_1745|3490.5|2026-11-30|1049|INSERT
asn1746||sku1746|po_1746|3492.5|2026-12-01|1049.6|INSERT
asn1747||sku1747|po_1747|3494.5|2026-12-02|1050.2|INSERT
asn1748||sku1748|po_1748|3496.5|2026-12-03|1050.8|INSERT
asn1749||sku1749|po_1749|3498.5|2026-12-04|1051.4|INSERT
asn1750||sku1750|po_1750|3500.5|2026-12-05|1052|INSERT
asn1751||sku1751|po_1751|3502.5|2026-12-06|1052.6|INSERT
asn1752||sku1752|po_1752|3504.5|2026-12-07|1053.2|INSERT
asn1753||sku1753|po_1753|3506.5|2026-12-08|1053.8|INSERT
asn1754||sku1754|po_1754|3508.5|2026-12-09|1054.4|INSERT
asn1755||sku1755|po_1755|3510.5|2026-12-10|1055|INSERT
asn1756||sku1756|po_1756|3512.5|2026-12-11|1055.6|INSERT
asn1757||sku1757|po_1757|3514.5|2026-12-12|1056.2|INSERT
asn1758||sku1758|po_1758|3516.5|2026-12-13|1056.8|INSERT
asn1759||sku1759|po_1759|3518.5|2026-12-14|1057.4|INSERT
asn1760||sku1760|po_1760|3520.5|2026-12-15|1058|INSERT
asn1761||sku1761|po_1761|3522.5|2026-12-16|1058.6|INSERT
asn1762||sku1762|po_1762|3524.5|2026-12-17|1059.2|INSERT
asn1763||sku1763|po_1763|3526.5|2026-12-18|1059.8|INSERT
asn1764||sku1764|po_1764|3528.5|2026-12-19|1060.4|INSERT
asn1765||sku1765|po_1765|3530.5|2026-12-20|1061|INSERT
asn1766||sku1766|po_1766|3532.5|2026-12-21|1061.6|INSERT
asn1767||sku1767|po_1767|3534.5|2026-12-22|1062.2|INSERT
asn1768||sku1768|po_1768|3536.5|2026-12-23|1062.8|INSERT
asn1769||sku1769|po_1769|3538.5|2026-12-24|1063.4|INSERT
asn1770||sku1770|po_1770|3540.5|2026-12-25|1064|INSERT
asn1771||sku1771|po_1771|3542.5|2026-12-26|1064.6|INSERT
asn1772||sku1772|po_1772|3544.5|2026-12-27|1065.2|INSERT
asn1773||sku1773|po_1773|3546.5|2026-12-28|1065.8|INSERT
asn1774||sku1774|po_1774|3548.5|2026-12-29|1066.4|INSERT
asn1775||sku1775|po_1775|3550.5|2026-12-30|1067|INSERT
asn1776||sku1776|po_1776|3552.5|2026-12-31|1067.6|INSERT
asn1777||sku1777|po_1777|3554.5|2027-01-01|1068.2|INSERT
asn1778||sku1778|po_1778|3556.5|2027-01-02|1068.8|INSERT
asn1779||sku1779|po_1779|3558.5|2027-01-03|1069.4|INSERT
asn1780||sku1780|po_1780|3560.5|2027-01-04|1070|INSERT
asn1781||sku1781|po_1781|3562.5|2027-01-05|1070.6|INSERT
asn1782||sku1782|po_1782|3564.5|2027-01-06|1071.2|INSERT
asn1783||sku1783|po_1783|3566.5|2027-01-07|1071.8|INSERT
asn1784||sku1784|po_1784|3568.5|2027-01-08|1072.4|INSERT
asn1785||sku1785|po_1785|3570.5|2027-01-09|1073|INSERT
asn1786||sku1786|po_1786|3572.5|2027-01-10|1073.6|INSERT
asn1787||sku1787|po_1787|3574.5|2027-01-11|1074.2|INSERT
asn1788||sku1788|po_1788|3576.5|2027-01-12|1074.8|INSERT
asn1789||sku1789|po_1789|3578.5|2027-01-13|1075.4|INSERT
asn1790||sku1790|po_1790|3580.5|2027-01-14|1076|INSERT
asn1791||sku1791|po_1791|3582.5|2027-01-15|1076.6|INSERT
asn1792||sku1792|po_1792|3584.5|2027-01-16|1077.2|INSERT
asn1793||sku1793|po_1793|3586.5|2027-01-17|1077.8|INSERT
asn1794||sku1794|po_1794|3588.5|2027-01-18|1078.4|INSERT
asn1795||sku1795|po_1795|3590.5|2027-01-19|1079|INSERT
asn1796||sku1796|po_1796|3592.5|2027-01-20|1079.6|INSERT
asn1797||sku1797|po_1797|3594.5|2027-01-21|1080.2|INSERT
asn1798||sku1798|po_1798|3596.5|2027-01-22|1080.8|INSERT
asn1799||sku1799|po_1799|3598.5|2027-01-23|1081.4|INSERT
asn1800||sku1800|po_1800|3600.5|2027-01-24|1082|INSERT
asn1801||sku1801|po_1801|3602.5|2027-01-25|1082.6|INSERT
asn1802||sku1802|po_1802|3604.5|2027-01-26|1083.2|INSERT
asn1803||sku1803|po_1803|3606.5|2027-01-27|1083.8|INSERT
asn1804||sku1804|po_1804|3608.5|2027-01-28|1084.4|INSERT
asn1805||sku1805|po_1805|3610.5|2027-01-29|1085|INSERT
asn1806||sku1806|po_1806|3612.5|2027-01-30|1085.6|INSERT
asn1807||sku1807|po_1807|3614.5|2027-01-31|1086.2|INSERT
asn1808||sku1808|po_1808|3616.5|2027-02-01|1086.8|INSERT
asn1809||sku1809|po_1809|3618.5|2027-02-02|1087.4|INSERT
asn1810||sku1810|po_1810|3620.5|2027-02-03|1088|INSERT
asn1811||sku1811|po_1811|3622.5|2027-02-04|1088.6|INSERT
asn1812||sku1812|po_1812|3624.5|2027-02-05|1089.2|INSERT
asn1813||sku1813|po_1813|3626.5|2027-02-06|1089.8|INSERT
asn1814||sku1814|po_1814|3628.5|2027-02-07|1090.4|INSERT
asn1815||sku1815|po_1815|3630.5|2027-02-08|1091|INSERT
asn1816||sku1816|po_1816|3632.5|2027-02-09|1091.6|INSERT
asn1817||sku1817|po_1817|3634.5|2027-02-10|1092.2|INSERT
asn1818||sku1818|po_1818|3636.5|2027-02-11|1092.8|INSERT
asn1819||sku1819|po_1819|3638.5|2027-02-12|1093.4|INSERT
asn1820||sku1820|po_1820|3640.5|2027-02-13|1094|INSERT
asn1821||sku1821|po_1821|3642.5|2027-02-14|1094.6|INSERT
asn1822||sku1822|po_1822|3644.5|2027-02-15|1095.2|INSERT
asn1823||sku1823|po_1823|3646.5|2027-02-16|1095.8|INSERT
asn1824||sku1824|po_1824|3648.5|2027-02-17|1096.4|INSERT
asn1825||sku1825|po_1825|3650.5|2027-02-18|1097|INSERT
asn1826||sku1826|po_1826|3652.5|2027-02-19|1097.6|INSERT
asn1827||sku1827|po_1827|3654.5|2027-02-20|1098.2|INSERT
asn1828||sku1828|po_1828|3656.5|2027-02-21|1098.8|INSERT
asn1829||sku1829|po_1829|3658.5|2027-02-22|1099.4|INSERT
asn1830||sku1830|po_1830|3660.5|2027-02-23|1100|INSERT
asn1831||sku1831|po_1831|3662.5|2027-02-24|1100.6|INSERT
asn1832||sku1832|po_1832|3664.5|2027-02-25|1101.2|INSERT
asn1833||sku1833|po_1833|3666.5|2027-02-26|1101.8|INSERT
asn1834||sku1834|po_1834|3668.5|2027-02-27|1102.4|INSERT
asn1835||sku1835|po_1835|3670.5|2027-02-28|1103|INSERT
asn1836||sku1836|po_1836|3672.5|2027-03-01|1103.6|INSERT
asn1837||sku1837|po_1837|3674.5|2027-03-02|1104.2|INSERT
asn1838||sku1838|po_1838|3676.5|2027-03-03|1104.8|INSERT
asn1839||sku1839|po_1839|3678.5|2027-03-04|1105.4|INSERT
asn1840||sku1840|po_1840|3680.5|2027-03-05|1106|INSERT
asn1841||sku1841|po_1841|3682.5|2027-03-06|1106.6|INSERT
asn1842||sku1842|po_1842|3684.5|2027-03-07|1107.2|INSERT
asn1843||sku1843|po_1843|3686.5|2027-03-08|1107.8|INSERT
asn1844||sku1844|po_1844|3688.5|2027-03-09|1108.4|INSERT
asn1845||sku1845|po_1845|3690.5|2027-03-10|1109|INSERT
asn1846||sku1846|po_1846|3692.5|2027-03-11|1109.6|INSERT
asn1847||sku1847|po_1847|3694.5|2027-03-12|1110.2|INSERT
asn1848||sku1848|po_1848|3696.5|2027-03-13|1110.8|INSERT
asn1849||sku1849|po_1849|3698.5|2027-03-14|1111.4|INSERT
asn1850||sku1850|po_1850|3700.5|2027-03-15|1112|INSERT
asn1851||sku1851|po_1851|3702.5|2027-03-16|1112.6|INSERT
asn1852||sku1852|po_1852|3704.5|2027-03-17|1113.2|INSERT
asn1853||sku1853|po_1853|3706.5|2027-03-18|1113.8|INSERT
asn1854||sku1854|po_1854|3708.5|2027-03-19|1114.4|INSERT
asn1855||sku1855|po_1855|3710.5|2027-03-20|1115|INSERT
asn1856||sku1856|po_1856|3712.5|2027-03-21|1115.6|INSERT
asn1857||sku1857|po_1857|3714.5|2027-03-22|1116.2|INSERT
asn1858||sku1858|po_1858|3716.5|2027-03-23|1116.8|INSERT
asn1859||sku1859|po_1859|3718.5|2027-03-24|1117.4|INSERT
asn1860||sku1860|po_1860|3720.5|2027-03-25|1118|INSERT
asn1861||sku1861|po_1861|3722.5|2027-03-26|1118.6|INSERT
asn1862||sku1862|po_1862|3724.5|2027-03-27|1119.2|INSERT
asn1863||sku1863|po_1863|3726.5|2027-03-28|1119.8|INSERT
asn1864||sku1864|po_1864|3728.5|2027-03-29|1120.4|INSERT
asn1865||sku1865|po_1865|3730.5|2027-03-30|1121|INSERT
asn1866||sku1866|po_1866|3732.5|2027-03-31|1121.6|INSERT
asn1867||sku1867|po_1867|3734.5|2027-04-01|1122.2|INSERT
asn1868||sku1868|po_1868|3736.5|2027-04-02|1122.8|INSERT
asn1869||sku1869|po_1869|3738.5|2027-04-03|1123.4|INSERT
asn1870||sku1870|po_1870|3740.5|2027-04-04|1124|INSERT
asn1871||sku1871|po_1871|3742.5|2027-04-05|1124.6|INSERT
asn1872||sku1872|po_1872|3744.5|2027-04-06|1125.2|INSERT
asn1873||sku1873|po_1873|3746.5|2027-04-07|1125.8|INSERT
asn1874||sku1874|po_1874|3748.5|2027-04-08|1126.4|INSERT
asn1875||sku1875|po_1875|3750.5|2027-04-09|1127|INSERT
asn1876||sku1876|po_1876|3752.5|2027-04-10|1127.6|INSERT
asn1877||sku1877|po_1877|3754.5|2027-04-11|1128.2|INSERT
asn1878||sku1878|po_1878|3756.5|2027-04-12|1128.8|INSERT
asn1879||sku1879|po_1879|3758.5|2027-04-13|1129.4|INSERT
asn1880||sku1880|po_1880|3760.5|2027-04-14|1130|INSERT
asn1881||sku1881|po_1881|3762.5|2027-04-15|1130.6|INSERT
asn1882||sku1882|po_1882|3764.5|2027-04-16|1131.2|INSERT
asn1883||sku1883|po_1883|3766.5|2027-04-17|1131.8|INSERT
asn1884||sku1884|po_1884|3768.5|2027-04-18|1132.4|INSERT
asn1885||sku1885|po_1885|3770.5|2027-04-19|1133|INSERT
asn1886||sku1886|po_1886|3772.5|2027-04-20|1133.6|INSERT
asn1887||sku1887|po_1887|3774.5|2027-04-21|1134.2|INSERT
asn1888||sku1888|po_1888|3776.5|2027-04-22|1134.8|INSERT
asn1889||sku1889|po_1889|3778.5|2027-04-23|1135.4|INSERT
asn1890||sku1890|po_1890|3780.5|2027-04-24|1136|INSERT
asn1891||sku1891|po_1891|3782.5|2027-04-25|1136.6|INSERT
